,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode
400,OZ ,M,02/01/2013,scotch_terrier,Manhattan,10021.0
401,FRANNY,F,02/01/2014,norwegian_elkhound,Manhattan,10011.0
402,PEYTON,M,08/01/2012,samoyed,Manhattan,10024.0
403,LLOYD,M,10/01/2006,maltese_dog,Manhattan,10025.0
404,EZE,M,08/01/2008,bedlington_terrier,Manhattan,10002.0
405,GINGER,F,07/01/2010,doberman,Manhattan,10019.0
406,B,F,07/01/2013,affenpinscher,Manhattan,10003.0
407,VALENTINA,F,04/01/2011,weimaraner,Brooklyn,11229.0
408,BOOMER,M,05/01/2013,tibetan_mastiff,Bronx,10461.0
409,MAXX ,M,07/01/2014,collie,Staten Island,10301.0
410,MAXI,M,09/01/2013,english_setter,Manhattan,10282.0
411,JOANIE,F,11/01/2010,pomeranian,Brooklyn,11209.0
412,REILY ,F,12/01/2007,pekinese,Brooklyn,11225.0
413,BLUE,F,03/01/2009,pomeranian,Brooklyn,11218.0
414,EDDIE ,M,09/01/2011,affenpinscher,Brooklyn,11225.0
415,QUEENIE ,F,04/01/2004,toy_poodle,Manhattan,10003.0
416,INDIANA,M,08/01/2013,english_foxhound,Manhattan,10075.0
417,LAYLA ,F,04/01/2013,norwegian_elkhound,Manhattan,10065.0
418,YOSHI,F,03/01/2009,soft-coated_wheaten_terrier,Queens,11378.0
419,ZOEY,F,11/01/2012,cardigan,Queens,11416.0
420,BARKLEY,F,01/01/2013,standard_schnauzer,Brooklyn,11201.0
421,KIWI,M,10/01/2009,silky_terrier,Queens,11435.0
422,BUDDY,M,06/01/2014,bernese_mountain_dog,Manhattan,10016.0
423,BUTCH,M,12/01/2012,irish_wolfhound,Bronx,10459.0
424,ALISTAIR,M,06/01/2012,african_hunting_dog,Manhattan,10028.0
425,LOLA,F,12/01/2002,collie,Manhattan,10011.0
426,ADELINE,F,05/01/2013,newfoundland,Manhattan,10036.0
427,BUDDY,M,06/01/2010,kuvasz,Manhattan,10280.0
428,WILLIE,M,02/01/2009,otterhound,Brooklyn,11220.0
429,DASHIELL ,M,01/01/2001,bedlington_terrier,Brooklyn,11201.0
430,BOURNE,M,06/01/2014,bloodhound,Brooklyn,11201.0
431,SEAVER,M,05/01/2013,groenendael,Queens,11106.0
432,SENSATION,F,04/01/2014,walker_hound,Manhattan,10035.0
433,SIMBA ,M,04/01/2014,pomeranian,Queens,11385.0
434,TEMPTATION,M,04/01/2014,irish_water_spaniel,Manhattan,10035.0
435,MAGGIE,F,06/01/2009,dingo,Brooklyn,11220.0
436,BETSY ,F,03/01/2006,clumber,Manhattan,10021.0
437,BLU,M,06/01/2014,kelpie,Brooklyn,11216.0
438,REMY,M,07/01/2011,basenji,Queens,11355.0
439,TUNA,F,08/01/2005,shetland_sheepdog,Brooklyn,11221.0
440,BEAR,M,08/01/2013,japanese_spaniel,Brooklyn,11215.0
441,CHARLY,M,05/01/2009,leonberg,Brooklyn,11224.0
442,CHEWY ,M,01/01/2003,old_english_sheepdog,Staten Island,10314.0
443,CHITO,M,04/01/2008,scottish_deerhound,Manhattan,10025.0
444,JASMINE ,F,11/01/2007,briard,Staten Island,10304.0
445,SCOUT,F,01/01/2013,saluki,Manhattan,10022.0
446,DANNY,M,06/01/2006,saluki,Bronx,10471.0
447,DAKOTA,F,11/01/2013,soft-coated_wheaten_terrier,Manhattan,10023.0
448,ZAI ,M,10/01/2010,doberman,Brooklyn,11221.0
449,COOKIE,F,03/01/2007,lakeland_terrier,Brooklyn,11222.0
450,GRACIE ,F,01/01/2002,standard_poodle,Staten Island,10304.0
451,NUCKY ,F,11/01/2012,sealyham_terrier,Brooklyn,11222.0
452,ANGEL,M,09/01/2008,rhodesian_ridgeback,Brooklyn,11222.0
453,LILY,F,04/01/2007,wire-haired_fox_terrier,Queens,11378.0
454,SWEETIE,F,01/01/2011,curly-coated_retriever,Brooklyn,11235.0
455,SPENCER,F,03/01/2014,brittany_spaniel,Brooklyn,11215.0
456,SKIPPY,M,08/01/2004,malamute,Brooklyn,11215.0
457,BANDIT,M,07/01/2014,ibizan_hound,Manhattan,10001.0
458,CUSHI,M,08/01/2011,irish_setter,Queens,11372.0
459,DAX,M,09/01/2009,dhole,Manhattan,10021.0
460,BROOKLYN,F,01/01/2011,dandie_dinmont,Manhattan,10003.0
461,JORDAN,F,06/01/2007,bull_mastiff,Manhattan,10040.0
462,MAYBELLENE,F,01/01/2007,pomeranian,Brooklyn,11222.0
463,MIA ,F,09/01/2009,curly-coated_retriever,Queens,11106.0
464,MARSHMALLOW,F,08/01/2003,saint_bernard,Manhattan,10065.0
465,TRAVIS,M,09/01/2007,whippet,Manhattan,10007.0
466,PRINCE,M,02/01/2011,mexican_hairless,Brooklyn,11228.0
467,BENJAMIN,M,08/01/2014,pembroke,Manhattan,10005.0
468,BEEZIE,F,04/01/2013,beagle,Manhattan,10012.0
469,HENDRIX,M,07/01/2012,papillon,Queens,11375.0
470,CLARA,F,07/01/2012,scottish_deerhound,Brooklyn,11205.0
471,WAXEY ,M,03/01/2009,malamute,Manhattan,10039.0
472,ROO,F,12/01/2013,redbone,Manhattan,10036.0
473,CODY,M,06/01/2012,greater_swiss_mountain_dog,Queens,11105.0
474,OTIS,M,12/01/2011,irish_terrier,Brooklyn,11231.0
475,ALEX,M,12/01/2011,australian_terrier,Manhattan,10023.0
476,DELILAH ,F,05/01/2007,malamute,Manhattan,10024.0
477,LAYLA ,F,05/01/2011,golden_retriever,Manhattan,10011.0
478,ZAPPA ,M,04/01/2008,beagle,Brooklyn,11205.0
479,ZOEY ,F,12/01/2007,scotch_terrier,Brooklyn,11228.0
480,NIKKO,M,05/01/2010,vizsla,Manhattan,10038.0
481,MURPHY,M,05/01/2012,border_terrier,Manhattan,10016.0
482,WATSON,M,05/01/2013,great_pyrenees,Brooklyn,11238.0
483,MOJO,M,05/01/2010,italian_greyhound,Brooklyn,11222.0
484,SCOOBY,F,07/01/2013,bernese_mountain_dog,Bronx,10475.0
485,SASHA,F,06/01/2008,weimaraner,Brooklyn,11224.0
486,BIANCO,M,03/01/2008,irish_setter,Queens,11102.0
487,RIVER,F,05/01/2013,lakeland_terrier,Manhattan,10012.0
488,LUNA,F,01/01/2012,brabancon_griffon,Manhattan,10039.0
489,ELLA,F,05/01/2012,redbone,Manhattan,10023.0
490,BENDELS,M,06/01/2005,siberian_husky,Manhattan,10023.0
491,DOORY,M,03/01/2011,staffordshire_bullterrier,Queens,11106.0
492,POLLY,F,06/01/2013,scotch_terrier,Manhattan,10011.0
493,LUNA,F,04/01/2012,bedlington_terrier,Bronx,10451.0
494,TOOTSIE,F,09/01/2008,samoyed,Queens,11385.0
495,BETSY ,F,05/01/2011,clumber,Queens,11375.0
496,CHANTILLY,F,12/01/2012,walker_hound,Queens,11415.0
497,MILES ,M,12/01/2009,norwegian_elkhound,Manhattan,10128.0
498,CLIFFORD,M,01/01/2005,lakeland_terrier,Queens,11361.0
499,ROXY,F,10/01/2008,newfoundland,Queens,11432.0
500,VOLTAIRE,M,06/01/2010,brabancon_griffon,Brooklyn,11216.0
501,DODGER,M,02/01/2010,beagle,Manhattan,10280.0
502,DIESEL,M,06/01/2010,cardigan,Brooklyn,11201.0
503,BOOMER,F,12/01/2011,dingo,Queens,11101.0
504,PENNY ,F,11/01/2012,newfoundland,Manhattan,10002.0
505,PHOENXI,F,06/01/2006,weimaraner,Manhattan,10128.0
506,FRANKIE,F,09/01/2013,american_staffordshire_terrier,Manhattan,10025.0
507,FELLA,M,07/01/2003,toy_terrier,Manhattan,10023.0
508,FEE-FI ,F,11/01/2009,keeshond,Manhattan,10025.0
509,AJ ,M,02/01/2012,greater_swiss_mountain_dog,Manhattan,10075.0
510,AMY ,F,04/01/2001,english_foxhound,Manhattan,10023.0
511,CASH,M,07/01/2008,bouvier_des_flandres,Manhattan,10023.0
512,OLIVIA,F,03/01/2008,rhodesian_ridgeback,Manhattan,10026.0
513,DIZZY,M,03/01/2012,dhole,Manhattan,10023.0
514,XIAO ,F,08/01/2007,irish_setter,Manhattan,10280.0
515,BARKLEY ,F,03/01/2014,pembroke,Manhattan,10128.0
516,COOKIE,M,06/01/2014,staffordshire_bullterrier,Staten Island,10304.0
517,CYPHA,M,10/01/2006,bloodhound,Bronx,10452.0
518,WALLY ,M,03/01/2009,leonberg,Brooklyn,11228.0
519,JASPER ,M,12/01/2010,otterhound,Bronx,10451.0
520,COCO,F,12/01/2011,miniature_schnauzer,Manhattan,10065.0
521,MAX,M,04/01/2012,bluetick,Manhattan,10075.0
522,HUMPHREY,M,05/01/2013,lhasa,Manhattan,10017.0
523,CHARLIE,M,11/01/2013,scottish_deerhound,Manhattan,10025.0
524,BODHI,M,05/01/2005,airedale,Brooklyn,11231.0
525,RAMIRO,M,05/01/2014,wire-haired_fox_terrier,Manhattan,10029.0
526,REGGIE,M,12/01/2009,giant_schnauzer,Brooklyn,11209.0
527,TUCKER,M,08/01/2006,labrador_retriever,Brooklyn,11221.0
528,DUDLEY ,M,01/01/2003,japanese_spaniel,Manhattan,10025.0
529,LUCKY,M,10/01/2013,shih-tzu,Queens,11101.0
530,TOBY,M,05/01/2011,greater_swiss_mountain_dog,Manhattan,10025.0
531,BENZO,M,01/01/2006,sussex_spaniel,Manhattan,10128.0
532,SHADOW,F,07/01/2004,australian_terrier,Brooklyn,11231.0
533,PERLA ,F,01/01/2004,west_highland_white_terrier,Bronx,10471.0
534,LEROY,M,03/01/2010,bouvier_des_flandres,Manhattan,10013.0
535,TALULLAH ,F,08/01/2014,bull_mastiff,Brooklyn,11201.0
536,SORU,M,12/01/2010,pekinese,Brooklyn,11238.0
537,SHADOW ,M,11/01/2012,bedlington_terrier,Brooklyn,11226.0
538,MAX,M,02/01/2013,greater_swiss_mountain_dog,Queens,11358.0
539,BEAR ,M,01/01/2013,basenji,Manhattan,10031.0
540,BONACKER,M,04/01/2008,cairn,Manhattan,10025.0
541,HERMAN,M,11/01/2012,saluki,Queens,11358.0
542,RO ,F,03/01/2009,whippet,Brooklyn,11238.0
543,ELLIE,F,01/01/2010,lhasa,Queens,11106.0
544,SAMMY,M,11/01/2007,norwich_terrier,Manhattan,10027.0
545,IVY,F,10/01/2004,english_setter,Manhattan,10065.0
546,CHEWBACCA,M,05/01/2014,japanese_spaniel,Brooklyn,11204.0
547,HUMFREY ,M,06/01/2009,staffordshire_bullterrier,Manhattan,10021.0
548,JUNE ,F,09/01/2011,scotch_terrier,Queens,11105.0
549,GOBI ,M,06/01/2014,afghan_hound,Manhattan,10128.0
550,OSCAR,M,03/01/2012,redbone,Queens,11106.0
551,GIBBY,M,08/01/2014,brittany_spaniel,Manhattan,10024.0
552,LOUIS,M,11/01/2000,labrador_retriever,Manhattan,10024.0
553,ZACK,M,06/01/2010,schipperke,Manhattan,10028.0
554,BAILEY,F,10/01/2006,whippet,Manhattan,10019.0
555,ROXIE,F,03/01/2007,affenpinscher,Manhattan,10028.0
556,ROMEO,M,05/01/2007,standard_schnauzer,Manhattan,10022.0
557,GIZMO,M,12/01/2003,chesapeake_bay_retriever,Manhattan,10023.0
558,SASHA,F,01/01/2002,welsh_springer_spaniel,Brooklyn,11235.0
559,MADELINA,F,04/01/2012,basenji,Manhattan,10034.0
560,BETTY,F,09/01/2012,kerry_blue_terrier,Brooklyn,11206.0
561,LYDIA,F,12/01/2011,shih-tzu,Manhattan,10014.0
562,EMMY ,F,06/01/2014,leonberg,Staten Island,10309.0
563,BARTHOLOMEW ,M,08/01/2007,staffordshire_bullterrier,Brooklyn,11238.0
564,JJYODAA,M,03/01/2010,toy_poodle,Staten Island,10314.0
565,JENNY,F,10/01/2012,scottish_deerhound,Staten Island,10312.0
566,ME ,F,01/01/2004,yorkshire_terrier,Queens,11434.0
567,SAM,M,11/01/2007,dandie_dinmont,Queens,11418.0
568,CASPER ,M,11/01/2012,italian_greyhound,Queens,11414.0
569,CARLY ,F,06/01/2014,rhodesian_ridgeback,Staten Island,10309.0
570,GABE,M,10/01/2012,german_short-haired_pointer,Brooklyn,11215.0
571,LOLA,F,08/01/2008,standard_poodle,Staten Island,10314.0
572,LEXY ,F,12/01/2006,basenji,Manhattan,10019.0
573,NAKIA,F,07/01/2012,malinois,Manhattan,10026.0
574,BACON,M,02/01/2001,border_terrier,Manhattan,10002.0
575,BRIX,F,08/01/2006,toy_poodle,Manhattan,10013.0
576,FRITZ,M,08/01/2005,german_short-haired_pointer,Manhattan,10009.0
577,SOFIE,F,06/01/2013,weimaraner,Brooklyn,11238.0
578,MILEY,M,06/01/2007,giant_schnauzer,Manhattan,10016.0
579,BLU,F,01/01/2009,saluki,Manhattan,10016.0
580,LUKE,M,02/01/2012,kuvasz,Manhattan,10025.0
581,PUFFY,F,03/01/2002,border_collie,Manhattan,10037.0
582,ELVIS,M,02/01/2009,gordon_setter,Manhattan,10035.0
583,RAWLY,M,06/01/2001,english_springer,Manhattan,10023.0
584,HARLEY,F,06/01/2012,english_springer,Bronx,10470.0
585,CHESTER,M,05/01/2008,borzoi,Queens,11375.0
586,GUINNESS,M,04/01/2012,irish_water_spaniel,Queens,11379.0
587,STELLA,F,03/01/2010,border_terrier,Manhattan,10035.0
588,SWEEPEA ,F,11/01/2013,curly-coated_retriever,Brooklyn,11228.0
589,TACO,M,02/01/2014,irish_terrier,Bronx,10461.0
590,CUPCAKES,F,01/01/2011,wire-haired_fox_terrier,Manhattan,10037.0
591,ROCKY,M,03/01/2013,malamute,Queens,11102.0
592,ROOSEVELT,M,04/01/2012,italian_greyhound,Queens,11379.0
593,ROSIE,F,06/01/2013,malamute,Bronx,10470.0
594,ROSS,M,07/01/2014,cardigan,Brooklyn,11238.0
595,ZOE,F,04/01/2014,blenheim_spaniel,Manhattan,10011.0
596,KITA,F,07/01/2014,border_collie,Brooklyn,11222.0
597,BARKLEY,F,08/01/2010,blenheim_spaniel,Manhattan,10075.0
598,BUDDY,M,07/01/2013,english_springer,Queens,11385.0
599,CASSIE,F,03/01/2011,bernese_mountain_dog,Brooklyn,11211.0
600,TITUS,M,01/01/2013,newfoundland,Brooklyn,11233.0
601,MELODY ,F,10/01/2007,irish_water_spaniel,Manhattan,10025.0
602,BEANS,M,04/01/2011,maltese_dog,Manhattan,10040.0
603,HATCHI,M,02/01/2011,samoyed,Manhattan,10027.0
604,HENRIK,M,05/01/2009,english_springer,Queens,11358.0
605,REESE,F,10/01/2009,great_dane,Manhattan,10011.0
606,ONYX,M,08/01/2009,walker_hound,Queens,11368.0
607,LOCA,F,12/01/2009,kuvasz,Manhattan,10009.0
608,BROOKE,F,01/01/2009,borzoi,Brooklyn,11233.0
609,WILLIS,M,06/01/2010,redbone,Brooklyn,11209.0
610,KOKO ,F,05/01/2013,doberman,Bronx,10462.0
611,ODIE ,M,12/01/2010,doberman,Manhattan,10011.0
612,MAX,M,10/01/2008,scotch_terrier,Brooklyn,11211.0
613,BENNY,M,09/01/2008,brabancon_griffon,Manhattan,10012.0
614,MAGICK,M,06/01/2010,giant_schnauzer,Brooklyn,11219.0
615,DULCE,F,03/01/2009,norwegian_elkhound,Queens,11373.0
616,LUNA,F,03/01/2010,miniature_poodle,Brooklyn,11215.0
617,TIGER,M,07/01/2010,maltese_dog,Queens,11354.0
618,SAM ,M,05/01/2008,german_short-haired_pointer,Brooklyn,11220.0
619,HOWARD,M,06/01/2012,norfolk_terrier,Brooklyn,11238.0
620,MAX,M,06/01/2013,french_bulldog,Queens,11373.0
621,JACKSON ,M,08/01/2014,walker_hound,Manhattan,10009.0
622,JADE,F,05/01/2010,african_hunting_dog,Bronx,10461.0
623,BEETHOVEN,M,08/01/2009,bull_mastiff,Brooklyn,11223.0
624,Q ,M,02/01/2007,chihuahua,Brooklyn,11238.0
625,RIO,M,08/01/2006,saint_bernard,Queens,11101.0
626,APOLLO,M,12/01/2006,staffordshire_bullterrier,Brooklyn,11222.0
627,PACKARD ,M,07/01/2006,norwich_terrier,Queens,11365.0
628,DEXTER,M,07/01/2013,brittany_spaniel,Brooklyn,11233.0
629,WINSTON ,M,01/01/2005,brittany_spaniel,Manhattan,10128.0
630,ZIPPY,F,12/01/2010,malamute,Brooklyn,11221.0
631,KINGSTON,M,06/01/2014,english_setter,Manhattan,10037.0
632,ROCKY,M,08/01/2010,basenji,Brooklyn,11223.0
633,WATSON,M,04/01/2012,pomeranian,Brooklyn,11215.0
634,KAI ,M,04/01/2010,basset,Queens,11694.0
635,CYCLOPSE,M,07/01/2011,beagle,Brooklyn,11223.0
636,CODY,M,12/01/1999,walker_hound,Manhattan,10037.0
637,LEO,M,09/01/2008,norwich_terrier,Manhattan,10036.0
638,GRACIE,F,07/01/2012,miniature_poodle,Brooklyn,11223.0
639,ONYX,M,01/01/2010,greater_swiss_mountain_dog,Brooklyn,11234.0
640,CARLY,F,12/01/2010,kerry_blue_terrier,Brooklyn,11234.0
641,BUDDY,M,03/01/2014,basenji,Manhattan,10023.0
642,FOXY,F,07/01/2012,great_pyrenees,Manhattan,10003.0
643,FRENCHIE,M,08/01/2009,kerry_blue_terrier,Manhattan,10036.0
644,ADDISON,F,02/01/2012,rottweiler,Manhattan,10024.0
645,ANNIE,F,05/01/2006,walker_hound,Manhattan,10036.0
646,SUKI,F,02/01/2006,italian_greyhound,Manhattan,10065.0
647,LUCHIOUS,M,01/01/2006,english_setter,Manhattan,10065.0
648,BENJI,M,02/01/2008,brabancon_griffon,Brooklyn,11239.0
649,BENJAMIN,M,08/01/2011,rottweiler,Brooklyn,11229.0
650,BEAKER,M,12/01/2011,bloodhound,Manhattan,10025.0
651,EASTER,F,01/01/2010,german_short-haired_pointer,Manhattan,10033.0
652,PINKY ,F,01/01/2001,cairn,Manhattan,10003.0
653,SCOUT,F,08/01/2005,toy_poodle,Brooklyn,11221.0
654,SHELDON,M,05/01/2012,appenzeller,Staten Island,10303.0
655,CHINO,M,05/01/2006,redbone,Staten Island,10306.0
656,CHIP,M,04/01/2013,english_setter,Manhattan,10016.0
657,MOMO,M,08/01/2011,french_bulldog,Queens,11385.0
658,SCARLETT,F,06/01/2011,airedale,Manhattan,10024.0
659,MAXIMUS,M,10/01/2009,miniature_schnauzer,Manhattan,10025.0
660,HUDSON,M,09/01/2012,irish_setter,Manhattan,10025.0
661,DUKE,M,01/01/2008,bernese_mountain_dog,Queens,11374.0
662,BONITA ,F,05/01/2013,clumber,Queens,11435.0
663,BLACKY ,M,08/01/2009,mexican_hairless,Brooklyn,11209.0
664,TY,M,01/01/2004,bloodhound,Queens,11357.0
665,RILEY,M,03/01/2004,otterhound,Brooklyn,11201.0
666,RIO ,M,04/01/2011,great_pyrenees,Bronx,10465.0
667,QQ,M,05/01/2011,german_shepherd,Queens,11385.0
668,SWEET ,F,02/01/2013,siberian_husky,Bronx,10455.0
669,LITA,F,02/01/2009,rottweiler,Manhattan,10002.0
670,LOLA,F,06/01/2011,pekinese,Manhattan,10128.0
671,FRANK ,M,10/01/2012,japanese_spaniel,Manhattan,10036.0
672,SOFIA,F,03/01/2009,sussex_spaniel,Brooklyn,11238.0
673,BRUNO,M,06/01/2014,bloodhound,Manhattan,10016.0
674,LEAH,F,08/01/2012,lakeland_terrier,Manhattan,10002.0
675,LAMBO,M,09/01/2011,keeshond,Queens,11377.0
676,KATIE,F,10/01/2009,ibizan_hound,Brooklyn,11226.0
677,ROCKY,M,05/01/2014,golden_retriever,Queens,11691.0
678,ROSA,F,09/01/2013,redbone,Manhattan,10011.0
679,COCO,M,07/01/2008,cairn,Manhattan,10128.0
680,BUCKET,M,11/01/2009,west_highland_white_terrier,Bronx,10467.0
681,ZACH,M,11/01/2012,african_hunting_dog,Manhattan,10003.0
682,ZOE,F,06/01/2003,airedale,Queens,11101.0
683,NEMO,M,02/01/2014,chesapeake_bay_retriever,Brooklyn,11214.0
684,GINGER,F,03/01/2010,samoyed,Brooklyn,11216.0
685,NYLA,F,12/01/2011,dandie_dinmont,Queens,11375.0
686,LILY ,F,05/01/2010,french_bulldog,Brooklyn,11228.0
687,FRITZ,F,01/01/2008,norfolk_terrier,Brooklyn,11201.0
688,FRANK,M,01/01/2014,otterhound,Manhattan,10016.0
689,LOCO,M,03/01/2013,pug,Brooklyn,11209.0
690,ALFIE,M,12/01/2009,english_foxhound,Manhattan,10003.0
691,ANDY,F,06/01/2011,bouvier_des_flandres,Brooklyn,11231.0
692,PETTITTE ,M,06/01/2014,shetland_sheepdog,Manhattan,10003.0
693,TONY ,M,06/01/2012,mexican_hairless,Manhattan,10016.0
694,TUGBOAT,M,05/01/2008,irish_setter,Brooklyn,11222.0
695,MAGGIE,F,03/01/2007,gordon_setter,Manhattan,10014.0
696,MAIMOUNA ,F,02/01/1999,blenheim_spaniel,Manhattan,10025.0
697,HEFNER,M,08/01/2008,sussex_spaniel,Manhattan,10009.0
698,LUIGI,M,09/01/2010,australian_terrier,Manhattan,10009.0
699,LULU,F,03/01/2014,groenendael,Manhattan,10028.0
700,LULU,F,09/01/2010,miniature_poodle,Manhattan,10009.0
701,BEAR,M,05/01/2013,italian_greyhound,Brooklyn,11206.0
702,JACOB,M,04/01/2011,entlebucher,Brooklyn,11211.0
703,JAMPY,M,08/01/2014,dandie_dinmont,Manhattan,10009.0
704,MOLLY,F,03/01/2010,appenzeller,Manhattan,10009.0
705,SHELDON,M,06/01/2013,whippet,Manhattan,10009.0
706,JOOBE ,F,05/01/2007,keeshond,Manhattan,10025.0
707,JOSIE ,F,04/01/2013,borzoi,Queens,11361.0
708,CLEO ,F,10/01/2009,scotch_terrier,Brooklyn,11230.0
709,CLARA,F,12/01/2008,tibetan_terrier,Manhattan,10014.0
710,CLAMS ,F,06/01/2014,kuvasz,Brooklyn,11231.0
711,JASPER,M,03/01/2009,brittany_spaniel,Queens,11375.0
712,MOJO,M,05/01/2010,staffordshire_bullterrier,Manhattan,10075.0
713,SAWYER,M,04/01/2011,great_pyrenees,Manhattan,10011.0
714,CHANCE,M,07/01/2010,groenendael,Brooklyn,11201.0
715,TINO,M,03/01/2012,maltese_dog,Staten Island,10304.0
716,TOUGH ,M,05/01/2012,mexican_hairless,Manhattan,10033.0
717,PELUCHE,M,02/01/2009,curly-coated_retriever,Bronx,10463.0
718,TANUKI,F,10/01/2008,bloodhound,Manhattan,10003.0
719,FISTIKI,M,10/01/2009,sussex_spaniel,Manhattan,10003.0
720,LILY ,F,04/01/2011,sealyham_terrier,Manhattan,10075.0
721,BUSY,F,07/01/2007,kerry_blue_terrier,Brooklyn,11223.0
722,BOOZER,M,11/01/2012,miniature_poodle,Manhattan,10017.0
723,BROWNIE,M,01/01/2010,bedlington_terrier,Brooklyn,11223.0
724,LIBBY,F,06/01/2009,dandie_dinmont,Brooklyn,11215.0
725,MURPHY ,M,09/01/2008,english_springer,Bronx,10455.0
726,COOPER,M,09/01/2009,eskimo_dog,Manhattan,10024.0
727,DAGUERRE,M,02/01/2008,siberian_husky,Manhattan,10025.0
728,DAISY,F,04/01/2008,pekinese,Queens,11106.0
729,LEO,M,03/01/2008,basset,Queens,11105.0
730,DEEPAK,M,01/01/2005,cocker_spaniel,Brooklyn,11234.0
731,CASEY ,F,05/01/2005,dingo,Manhattan,10075.0
732,OSCAR ,M,06/01/2012,lhasa,Brooklyn,11222.0
733,GORDY,F,06/01/2010,appenzeller,Bronx,10460.0
734,SOPHIE,F,11/01/2010,saluki,Queens,11109.0
735,SOPHI,F,05/01/2007,bloodhound,Brooklyn,11201.0
736,PAPI ,M,08/01/2010,leonberg,Manhattan,10282.0
737,HENRY ,M,09/01/2011,chihuahua,Brooklyn,11222.0
738,HAZEL,F,01/01/2010,giant_schnauzer,Brooklyn,11229.0
739,HARVEY,F,10/01/2012,african_hunting_dog,Brooklyn,11201.0
740,MAGGIE,F,03/01/2010,scottish_deerhound,Manhattan,10025.0
741,PRINCESS ,F,01/01/2001,leonberg,Bronx,10463.0
742,CHARLIE,M,05/01/2013,basenji,Brooklyn,11231.0
743,INNIS,M,07/01/2013,eskimo_dog,Queens,11379.0
744,CLEO,F,06/01/2006,entlebucher,Manhattan,10128.0
745,JOEY,M,02/01/2012,australian_terrier,Manhattan,10024.0
746,MIA,F,06/01/2009,malamute,Staten Island,10312.0
747,CHARLEY ,M,06/01/2013,toy_terrier,Brooklyn,11220.0
748,ELI,M,11/01/2012,border_collie,Queens,11423.0
749,TEDDY ,M,01/01/2004,samoyed,Staten Island,10312.0
750,HALLY,F,07/01/2012,scottish_deerhound,Queens,11385.0
751,BULLY,M,07/01/2010,english_foxhound,Queens,11419.0
752,CECILY,F,07/01/2014,boxer,Bronx,10460.0
753,LEE ,F,03/01/2006,pembroke,Manhattan,10028.0
754,VALLEY ,F,03/01/2009,malinois,Bronx,10451.0
755,LEYLA,F,05/01/2013,otterhound,Queens,11368.0
756,OTIS ,F,02/01/2011,bedlington_terrier,Manhattan,10010.0
757,BUNNY,F,07/01/2014,boston_bull,Manhattan,10013.0
758,SNOWFLAKE,F,12/01/2011,japanese_spaniel,Queens,11354.0
759,SPARKY,M,08/01/2005,pekinese,Bronx,10455.0
760,RILEY ,M,01/01/2006,wire-haired_fox_terrier,Staten Island,10306.0
761,BEAN,F,06/01/2014,irish_water_spaniel,Manhattan,10018.0
762,COCO ,M,02/01/2005,silky_terrier,Queens,11692.0
763,CHLOE,F,08/01/2010,schipperke,Queens,11385.0
764,RUGBY,M,10/01/2011,giant_schnauzer,Queens,11102.0
765,BB,M,04/01/2005,chow,Queens,11364.0
766,PRECIOUS ,F,06/01/2002,mexican_hairless,Manhattan,10075.0
767,BLONDIE,F,07/01/2013,komondor,Brooklyn,11235.0
768,BITSY,F,03/01/2007,bluetick,Brooklyn,11224.0
769,HITCHCOCK,M,11/01/2008,dingo,Brooklyn,11215.0
770,SOFI,F,04/01/2008,newfoundland,Queens,11375.0
771,GRETZKY,M,07/01/2012,norwegian_elkhound,Queens,11377.0
772,OLIVER,M,01/01/2012,great_pyrenees,Brooklyn,11215.0
773,FELIX,M,06/01/2010,beagle,Manhattan,10014.0
774,YALI,F,01/01/2006,vizsla,Queens,11375.0
775,DOLCE,M,04/01/2008,bouvier_des_flandres,Manhattan,10014.0
776,LEO,M,07/01/2014,dandie_dinmont,Queens,11101.0
777,LEYLA,F,02/01/2006,chesapeake_bay_retriever,Manhattan,10075.0
778,KUBRICK,M,01/01/2007,newfoundland,Brooklyn,11215.0
779,RUBY,F,06/01/2010,bull_mastiff,Staten Island,10310.0
780,WINTER ,F,10/01/2014,newfoundland,Brooklyn,11233.0
781,ZIGGY,M,05/01/2012,silky_terrier,Manhattan,10029.0
782,FINLEY,F,06/01/2012,lakeland_terrier,Brooklyn,11201.0
783,LOLA,F,08/01/2011,bernese_mountain_dog,Queens,11109.0
784,SKI ,F,09/01/2012,toy_terrier,Queens,11691.0
785,MILKTEA,M,05/01/2010,staffordshire_bullterrier,Queens,11354.0
786,SEBASTIAN,M,01/01/2008,mexican_hairless,Manhattan,10036.0
787,JUNIOR ,M,09/01/2014,bluetick,Bronx,10462.0
788,MIA ,F,08/01/2012,chesapeake_bay_retriever,Queens,11374.0
789,BELLA,F,05/01/2011,kerry_blue_terrier,Brooklyn,11222.0
790,LOLA,F,11/01/2012,bernese_mountain_dog,Brooklyn,11201.0
791,ARBY,M,01/01/2009,greater_swiss_mountain_dog,Manhattan,7030.0
792,ALFI,M,06/01/2013,english_springer,Manhattan,10003.0
793,KOKO ,F,05/01/2005,briard,Brooklyn,11205.0
794,KHALEESI,F,03/01/2013,redbone,Brooklyn,11232.0
795,COOPER,M,05/01/2011,japanese_spaniel,Brooklyn,11222.0
796,DAKOTA,F,07/01/2011,lhasa,Staten Island,10307.0
797,RUBY,F,01/01/2013,schipperke,Manhattan,10016.0
798,PENELOPE ,F,11/01/2012,english_setter,Manhattan,10009.0
